itemId,passageId,gradeLevel,eligibleContent,ruleId,result,severity,evidence,failedChoiceIndices,notes,lessonId,sourceId
"cmpdhzp7s00dsevu91d5ngbrd:exitTicket:1","8ae649e8ee2f8782","4","CC.1.3.4.A","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=1/4","[1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:exitTicket:1","8ae649e8ee2f8782","4","CC.1.3.4.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:exitTicket:1","8ae649e8ee2f8782","4","CC.1.3.4.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:masteryCheck:1","676b79c61b5d2f56","4","CC.1.3.4.A","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=1/4","[1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:masteryCheck:1","676b79c61b5d2f56","4","CC.1.3.4.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:masteryCheck:1","676b79c61b5d2f56","4","CC.1.3.4.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:guidedPractice:1","b7ba58f865eb4656","4","CC.1.3.4.A","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what is the theme of the passage","[]","stem template reused across 5 passage-linked reading MCQs.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:independentPractice:1","f6e2c626f5aeda68","4","CC.1.3.4.A","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what is the theme of the passage","[]","stem template reused across 5 passage-linked reading MCQs.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:independentPractice:4","eaecc73012ff7ce2","4","CC.1.3.4.A","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what is the theme of the passage","[]","stem template reused across 5 passage-linked reading MCQs.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:exitTicket:1","8ae649e8ee2f8782","4","CC.1.3.4.A","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what is the theme of the passage","[]","stem template reused across 5 passage-linked reading MCQs.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdhzp7s00dsevu91d5ngbrd:masteryCheck:1","676b79c61b5d2f56","4","CC.1.3.4.A","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what is the theme of the passage","[]","stem template reused across 5 passage-linked reading MCQs.","cmpdhzp7s00dsevu91d5ngbrd","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:guidedPractice:1","53ae9b677d06134f","4","CC.1.3.4.C","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=3/4","[1]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:guidedPractice:1","53ae9b677d06134f","4","CC.1.3.4.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:guidedPractice:1","53ae9b677d06134f","4","CC.1.3.4.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:independentPractice:1","b617ae6a96210156","4","CC.1.3.4.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:independentPractice:1","b617ae6a96210156","4","CC.1.3.4.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:independentPractice:2","85cdc3b1e00bef58","4","CC.1.3.4.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:independentPractice:2","85cdc3b1e00bef58","4","CC.1.3.4.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:independentPractice:4","5a4a195483f547a0","4","CC.1.3.4.C","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=1/4","[1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:independentPractice:4","5a4a195483f547a0","4","CC.1.3.4.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:independentPractice:4","5a4a195483f547a0","4","CC.1.3.4.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:exitTicket:1","8e2e2c406bc609e7","4","CC.1.3.4.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:exitTicket:1","8e2e2c406bc609e7","4","CC.1.3.4.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,1,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:masteryCheck:1","0ff9c47fbfbe5150","4","CC.1.3.4.C","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi5a0y00elevu98ni5vpa6:masteryCheck:1","0ff9c47fbfbe5150","4","CC.1.3.4.C","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdi5a0y00elevu98ni5vpa6","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:guidedPractice:1","906698fe204b0d12","4","CC.1.3.4.D","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=3/4","[1]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:guidedPractice:1","906698fe204b0d12","4","CC.1.3.4.D","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:guidedPractice:1","906698fe204b0d12","4","CC.1.3.4.D","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:independentPractice:1","847613d0f0dba0ac","4","CC.1.3.4.D","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=3/4","[1]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:independentPractice:1","847613d0f0dba0ac","4","CC.1.3.4.D","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:independentPractice:1","847613d0f0dba0ac","4","CC.1.3.4.D","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:exitTicket:1","cbf6cf8557a53366","4","CC.1.3.4.D","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=3/4","[1]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:exitTicket:1","cbf6cf8557a53366","4","CC.1.3.4.D","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:exitTicket:1","cbf6cf8557a53366","4","CC.1.3.4.D","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:masteryCheck:3","efda5549a0daad35","4","CC.1.3.4.D","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=3/4","[1]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:masteryCheck:3","efda5549a0daad35","4","CC.1.3.4.D","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:masteryCheck:3","efda5549a0daad35","4","CC.1.3.4.D","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:guidedPractice:1","906698fe204b0d12","4","CC.1.3.4.D","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what point of view is used in the passage","[]","stem template reused across 3 passage-linked reading MCQs.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:exitTicket:1","cbf6cf8557a53366","4","CC.1.3.4.D","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what point of view is used in the passage","[]","stem template reused across 3 passage-linked reading MCQs.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdi8kps00etevu9e5xap1kx:masteryCheck:3","efda5549a0daad35","4","CC.1.3.4.D","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what point of view is used in the passage","[]","stem template reused across 3 passage-linked reading MCQs.","cmpdi8kps00etevu9e5xap1kx","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:guidedPractice:1","360fac8e75007dbb","4","CC.1.3.4.E","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=0/4","[0,1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:guidedPractice:1","360fac8e75007dbb","4","CC.1.3.4.E","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:guidedPractice:1","360fac8e75007dbb","4","CC.1.3.4.E","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:1","fc82f7de7c70d8fa","4","CC.1.3.4.E","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=0/4","[0,1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:1","fc82f7de7c70d8fa","4","CC.1.3.4.E","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:1","fc82f7de7c70d8fa","4","CC.1.3.4.E","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:4","e07d15db47581e3b","4","CC.1.3.4.E","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=0/4","[0,1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:4","e07d15db47581e3b","4","CC.1.3.4.E","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:4","e07d15db47581e3b","4","CC.1.3.4.E","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:masteryCheck:1","7ad773f6634e3091","4","CC.1.3.4.E","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=0/4","[0,1,2,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:masteryCheck:1","7ad773f6634e3091","4","CC.1.3.4.E","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:masteryCheck:1","7ad773f6634e3091","4","CC.1.3.4.E","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:guidedPractice:1","360fac8e75007dbb","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","choice:abcb","[2]","choice template reused across 4 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:1","fc82f7de7c70d8fa","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","choice:abcb","[2]","choice template reused across 4 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:4","e07d15db47581e3b","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","choice:abcb","[2]","choice template reused across 4 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:masteryCheck:1","7ad773f6634e3091","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","choice:abcb","[2]","choice template reused across 4 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:guidedPractice:1","360fac8e75007dbb","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","choice:abba","[3]","choice template reused across 4 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:1","fc82f7de7c70d8fa","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","choice:abba","[3]","choice template reused across 4 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:4","e07d15db47581e3b","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","choice:abba","[3]","choice template reused across 4 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:masteryCheck:1","7ad773f6634e3091","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","choice:abba","[3]","choice template reused across 4 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:guidedPractice:1","360fac8e75007dbb","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what is the rhyme scheme of the following poem","[]","stem template reused across 3 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:independentPractice:4","e07d15db47581e3b","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what is the rhyme scheme of the following poem","[]","stem template reused across 3 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdibiyu00f1evu9w0ber6ec:masteryCheck:1","7ad773f6634e3091","4","CC.1.3.4.E","PSSA_MCQ_TEMPLATE_LANGUAGE_REUSE","FAIL","BLOCKER","stem:what is the rhyme scheme of the following poem","[]","stem template reused across 3 passage-linked reading MCQs.","cmpdibiyu00f1evu9w0ber6ec","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdii6m500g2evu9v5z7faq3:guidedPractice:1","62f5758ee9b4e073","4","CC.1.3.4.F","PSSA_MCQ_PASSAGE_SPECIFIC_CHOICES","FAIL","BLOCKER","concreteChoices=2/4","[1,3]","Each choice needs at least two passage-specific content words, and at least three choices need concrete passage details.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdii6m500g2evu9v5z7faq3:guidedPractice:1","62f5758ee9b4e073","4","CC.1.3.4.F","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdii6m500g2evu9v5z7faq3:guidedPractice:1","62f5758ee9b4e073","4","CC.1.3.4.F","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[1,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdii6m500g2evu9v5z7faq3","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_G4"
"cmpdfsse80023evu9p3ru6hyw:guidedPractice:1","c4c55b3db8715e86","3","CC.1.2.3.A","PSSA_MCQ_CHOICE_EVIDENCE_LINKS_REQUIRED","FAIL","BLOCKER","missing rationale/evidenceLinks","[0,1,2,3]","Each structured choice needs a rationale and at least one evidence link.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
"cmpdfsse80023evu9p3ru6hyw:guidedPractice:1","c4c55b3db8715e86","3","CC.1.2.3.A","PSSA_MCQ_DISTRACTOR_ROLE_REQUIRED","FAIL","BLOCKER","invalid distractorRole/isCorrect pairing","[0,2,3]","Distractors need a valid role; the correct choice must have distractorRole null.","cmpdfsse80023evu9p3ru6hyw","archive-db-exported-lesson-bundles:audit_exports/pssa_audit_bundle_PR1"
